a			ʌ
gauche			gowˈʃ
gaucher		gowˈʃɚ
gaucho			gawˈʧow
gauchos		gawˈʧowz
gaudet			gowdɛˈt
gaudette		gowdɛˈt
gaudin			gowdæˈn
gaudino		gɔˌdiˈnow
gaudio			gɔˈdiow
gaudioso		gɔdiowˈsow
gaudreau		gowdɹowˈ
gaudy			gɔˈdi
gauer			gawˈɚ
gauerke		gawˈɚk
gaufman		gɔˈfmʌn
gaufman's		gɔˈfmʌnz
gauge			gejˈʤ
gauged			gejˈʤd
gauger			gejˈʤɚ
gauges			gejˈʤʌz
gauges(1)		gejˈʤɪz
gaugh			gɔˈ
gaughan		gɔˈʌn
gaughman		gɔˈmʌn
gaughran		gɔˈɹʌn
gauging		gejˈʤɪŋ
gaugler		gɔˈglɚ
gauguin		gɔˈgwɪn
gauguin(1)		gowˈgæˌn
gaul			gɔˈl
gaulan			gɔˈlʌn
gaulden		gawˈdʌn
gaulding		gɔˈldɪŋ
gaulin			gowlæˈn
gaulke			gɔˈlk
gaulle			gɔˈl
gaullist		gɔˈlɪst
gauls			gɔˈlz
gault			gɔˈlt
gaultier		gowˈltjej
gaultier(1)		gɑˈltjɚ
gaultney		gɔˈltni
gaumer			gawˈmɚ
gaumond		gowmɑˈnd
gauna			gɔˈnʌ
gaunce			gɔˈns
gaunt			gɔˈnt
gauntlet		gɔˈntlʌt
gauntness		gɔˈntnʌs
gauntt			gɔˈnt
gaus			gɔˈz
gause			gɔˈz
gausman		gawˈsmʌn
gauss			gawˈs
gaussian		gawˈsiʌn
gaustad		gawˈstʌd
gaut			gɔˈt
gauthier		gawˈθiɚ
gauthreaux		gowθɹowˈ
gautier		gawˈtiɚ
gautney		gɔˈtni
gautreau		gowtɹowˈ
gautreaux		gowtɹowˈ
gauvain		gowvæˈn
gauvin			gowvæˈn
gauvreau		gowvɹowˈ
gauze			gɔˈz
gavalda		gʌvɑˈldʌ
gavan			gejˈvʌn
gave			gejˈv
gavel			gæˈvʌl
gaven			gejˈvʌn
gaver			gejˈvɚ
gavigan		gæˈvɪgʌn
gavin			gæˈvɪn
gaviotas		gæviɔˈtʌz
gaviotas(1)		gævjɔˈtʌz
gaviria		gʌvɪˈɹiʌ
gavitt			gæˈvɪt
gavlak			gæˈvlʌk
gavras			gæˈvɹʌs
gavras's		gæˈvɹʌsɪz
gaw			gɔˈ
gawain			gɑˈwʌn
gawel			gɔˈʌl
gawen			gɔˈʌn
gawk			gɔˈk
gawker			gɑˈkɚ
gawkers		gɑˈkɚz
gawking		gɔˈkɪŋ
gawky			gɔˈki
gawlik			gɔˈlɪk
gawne			gɔˈn
gawron			gɔˈɹʌn
gawronski		gɑvɹɑˈnski
gawthrop		gɔˈθɹʌp
gaxiola		gæksiowˈlʌ
gay			gejˈ
gayda			gejˈdʌ
gaydar			gejˈdɑˌɹ
gayden			gejˈdʌn
gaydos			gejˈdowz
gaydosh		gejˈdʌʃ
gaye			gejˈ
gayer			gejˈɚ
gayhart		gejˈhɑˌɹt
gayheart		gejˈhɑˌɹt
gayle			gejˈl
gayler			gejˈlɚ
gayles			gejˈlz
gaylor			gejˈlɚ
gaylord		gejˈlɔˌɹd
gayman			gejmæˈn
gaymon			gejˈmʌn
gaynatie		gejˈnʌti
gayner			gejˈnɚ
gayness		gejˈnʌs
gaynor			gejˈnɚ
gays			gejˈz
gayshill		gejˌzhɪˈl
gayshill(1)		gejʃɪˈl
gaytan			gejˈtʌn
gayton			gejˈtʌn
gaz			gɑˈz
gaz(1)			gæˈz
gaza			gɑˈzʌ
gaza's			gɑˈzʌz
gazans			gɑˈzʌnz
gazaway		gɑˈzʌwej
gazda			gæˈzdʌ
gazdik			gæˈzdɪk
gaze			gejˈz
gazed			gejˈzd
gazella		gʌzɛˈlʌ
gazelle		gʌzɛˈl
gazelles		gʌzɛˈlz
gazes			gejˈzʌz
gazes(1)		gejˈzɪz
gazeta			gʌzejˈtʌ
gazeta(1)		gʌzɛˈtʌ
gazette		gʌzɛˈt
gazing			gejˈzɪŋ
gazonsky		gʌzɑˈnski
gazonsky's		gʌzɑˈnskiz
gazprom		gæˈzpɹɑˌm
gazzola		gɑtsowˈlʌ
gdansk			gdæˈnsk
geac			giˈk
geac(1)		ʤiˈiˈejˈsiˈ
geagea			ʤiˈʌʤiˈʌ
gean			ʤiˈn
gear			gɪˈɹ
gear's			gɪˈɹz
gearan			gɪˈɹʌn
gearan's		gɪˈɹʌnz
gearbox		gɪˈɹbɑˌks
gearboxes		gɪˈɹbɑksɪz
geared			gɪˈɹd
gearey			gɪˈɹi
gearhart		gɪˈɹhɑɹt
gearhart(1)		giˈɹhɑɹt
gearheart		gɪˈɹhɑɹt
gearheart(1)		giˈɹhɑɹt
gearin			gɪˈɹɪn
gearing		gɪˈɹɪŋ
gears			gɪˈɹz
geary			gɪˈɹi
gebauer		gɛˈbawɚ
gebbia			ʤɛˈbiʌ
gebbie			ʤɛˈbi
gebbie's		ʤɛˈbiz
gebel			gɛˈbʌl
gebert			gɛˈbɚt
gebhard		gɛˈbhɚd
gebhardt		gɛˈbhɑɹt
gebhart		gɛˈbhɑɹt
gebler			gɛˈbʌlɚ
gebler(1)		gɛˈblɚ
gebo			ʤejˈbow
gechem			gɛˈʧʌm
geck			ʤɛˈk
gecko			gɛˈkow
geckos			gɛˈkowz
ged			gɛˈd
ged(1)			ʤiˈiˈdiˈ
geddes			gɛˈdʌs
geddes(1)		gɛˈdʌz
geddie			ʤɛˈdi
geddings		ʤɛˈdɪŋz
geddis			gɛˈdɪs
gedeon			gɛˈdiʌn
gedney			ʤɛˈdni
geduld			gɛˈdʌld
gee			ʤiˈ
gee's			ʤiˈz
geeing			ʤiˈɪŋ
geek			giˈk
geeks			giˈks
geeky			giˈki
geena			giˈnʌ
geenen			giˈnʌn
geer			gɪˈɹ
geerdes		gɪˈɹdz
geers			giˈɚz
geerts			gɪˈɹts
gees			ʤiˈs
geesaman		giˈsʌmʌn
geese			giˈs
geesey			giˈsi
geeslin		giˈslɪn
geeting		giˈtɪŋ
geez			ʤiˈz
geeze			ʤiˈz
geffen			gɛˈfʌn
geffert		gɛˈfɚt
geffner		gɛˈfnɚ
geffre			ʤɛˈfɚ
gefinor		gɛˈfɪnɚ
gegenheimer		gɛˈgɪnhajmɚ
gegg			ʤɛˈg
gehl			gɛˈl
gehle			ʤɛˈhʌl
gehlhausen		gɛˈlhawzʌn
gehling		gɛˈlɪŋ
gehm			ʤɛˈm
gehman			gɛˈmʌn
gehr			ʤɛˈɹ
gehres			ʤɛˈɹz
gehret			gɛˈɹɪt
gehrig			gɛˈɹɪg
gehrig's		gɛˈɹɪgz
gehring		gɛˈɹɪŋ
gehringer		gɛˈɹɪŋɚ
gehris			gɛˈɹɪs
gehrke			ʤɛˈɹk
gehrman		gɛˈɹmʌn
gehrmann		gɛˈɹmʌn
gehrt			gɛˈɹt
gehry			gɛˈɹi
geib			gajˈb
geibel			gajˈbʌl
geico			gajˈkow
geico's		gajˈkowz
geidar			gajˈdɑˌɹ
geidel			gajˈdʌl
geier			gajˈɚ
geiger			gajˈgɚ
geigle			gajˈgʌl
geigy			gajˈgi
geigy's		gajˈgiz
geiken			gajˈkʌn
geil			gajˈl
geiler			gajˈlɚ
geiman			gajˈmʌn
geimer			gajˈmɚ
geis			gajˈz
geise			gajˈs
geisel			gajˈsʌl
geiselman		gajˈsʌlmʌn
geisen			gajˈsʌn
geiser			gajˈsɚ
geisert		gajˈsɚt
geisha			gejˈʃʌ
geisinger		gajˈsɪnʤɚ
geisler		gajˈslɚ
geiss			gajˈs
geissinger		gajˈsɪnʤɚ
geissler		gajˈslɚ
geist			gajˈst
geister		gajˈstɚ
geiszler		gajˈslɚ
geitner		gajˈtnɚ
geitz			gajˈts
gejdenson		gejˈdʌnsʌn
gekas			giˈkʌs
gekko			gɛˈkow
gel			ʤɛˈl
gelardi		ʤɛlɑˈɹdi
gelardin		gʌlɑˈɹdɪn
gelasia		ʤɛlɑˈsiʌ
gelatin		ʤɛˈlʌtʌn
gelatine		ʤɛˌlʌtiˈn
gelatinous		ʤʌlæˈtʌnʌs
gelb			ʤɛˈlb
gelbard		gɛˈlbɑˌɹd
gelbart		gɛˈlbɑˌɹt
gelber			gɛˈlbɚ
gelco			ʤɛˈlkow
gelder			gɛˈldɚ
geldermann		gɛˈldɚmʌn
gelernter		gʌlɚˈntɚ
gelertner		gʌlɚˈtnɚ
gelett			ʤɛˈlɪt
gelette		ʒɪlɛˈt
gelfand		gɛˈlfʌnd
gelinas		gɛˈlɪnʌz
gelineau		ʒɛˈlɪnow
gell			ʤɛˈl
gellatly		ʤɛˈlʌtli
geller			gɛˈlɚ
gellerman		gɛˈlɚmʌn
gellert		gɛˈlɚt
gelles			ʤɛˈlz
gelli			gɛˈli
gellis			gɛˈlɪs
gellman		gɛˈlmʌn
gellner		gɛˈlnɚ
gelman			gɛˈlmʌn
gelpi			ʤɛˈlpi
gels			ʤɛˈlz
gelsinger		gɛˈlsɪnʤɚ
geltz			gɛˈlts
gelvin			gɛˈlvɪn
gem			ʤɛˈm
gem's			ʤɛˈmz
gemayel		gʌmejˈʌl
gemayel(1)		ʤʌmajˈʌl
gemayel(2)		gʌmajˈʌl
gemayel's		gʌmejˈʌlz
gemayel's(1)		ʤʌmajˈʌlz
gemayel's(2)		gʌmajˈʌlz
gemberling		gɛˈmbɚlɪŋ
gemco			ʤɛˈmkow
gemcraft		ʤɛˈmkɹæˌft
gemcraft's		ʤɛˈmkɹæˌfts
gemex			ʤɛˈmɛks
gemfibrozil		gɛˈmfɪbɹowzʌl
gemfibrozil(1)		ʤɪˌmfejˈbɹowzɪˌl
gemignani		ʤɛmignɑˈni
gemina			gɛmiˈnʌ
geminate		ʤɛˈmʌnʌt
geminate(1)		ʤɛˈmʌnejˌt
gemini			ʤɛˈmʌnajˌ
gemini(1)		ʤɛˈmʌniˌ
gemma			ʤɛˈmʌ
gemme			ʤɛˈm
gemmell		gɛˈmʌl
gemmer			gɛˈmɚ
gemmill		gɛˈmʌl
gems			ʤɛˈmz
gemsbok		gɛˈmzbɑk
gemstone		ʤɛˈmstowˌn
gemstones		ʤɛˈmstowˌnz
gen			ʤɛˈn
gena			ʤɛˈnʌ
genady			ʤʌnejˈdi
gencarelli		ʤɛnkɑɹɛˈli
genco			ʤɛˈŋkow
gencor			ʤɛˈnkɔˌɹ
gencorp		ʤɛˈnkɔˌɹp
gencorp(1)		ʤɛˈnkɔˌɹ
gencorp's		ʤɛˈnkɔˌɹps
gencorp's(1)		ʤɛˈnkɔˌɹs
gendarme		ʒɑˈndɑˌɹm
gender			ʤɛˈndɚ
genders		ʤɛˈndɚz
gendler		ʤɛˈndlɚ
gendreau		ʒɪndɹowˈ
gendrisek		ʤɛˈdɹɪsɛˌk
gendrisek's		ʤɛˈdɹɪsɛˌks
gendron		ʤɛˈndɹʌn
gene			ʤiˈn
gene's			ʤiˈnz
genealogy		ʤiˌniɑˈlʌʤi
geneen			ʤʌniˈn
genego			gɛˈnʌgowˌ
genego(1)		ʤɛˈnʌgow
genego(2)		ʤiˈiˈɛˈniˈʤiˈowˈ
genelab		ʤɛˈnʌlæˌb
genelabs		ʤɛˈnʌlæˌbz
genemedicine		ʤɛˈnʌmɛˈdʌsʌn
genencor		ʤɛˈnʌnkɔˌɹ
genentech		ʤɛˈnʌntɛˌk
genentech's		ʤɛˈnʌntɛˌks
genera			ʤɛˈnɚʌ
general		ʤɛˈnɚʌl
general(1)		ʤɛˈnɹʌl
general's		ʤɛˈnɚʌlz
general's(1)		ʤɛˈnɹʌlz
generale		ʤɛˌnɚæˈl
generales		ʤɛˌnɛɹɑˈlɛs
generali		ʤɛˌnɚɑˈli
generalissimo		ʤɛˌnɛɹʌlɪˈsɪmowˌ
generalist		ʤɛˈnɚʌlɪst
generalists		ʤɛˈnɚʌlɪsts
generalities		ʤɛˌnɚæˈlʌtiz
generality		ʤɛˌnɚæˈlʌti
generalization		ʤɛˌnɚʌlɪzejˈʃʌn
generalization(1)	ʤɛˌnɹʌlɪzejˈʃʌn
generalizations	ʤɛˌnɚʌlʌzejˈʃʌnz
generalizations(1)	ʤɛˌnɹʌlʌzejˈʃʌnz
generalize		ʤɛˈnɚʌlajˌz
generalized		ʤɛˈnɚʌlajˌzd
generalized(1)		ʤɛˈnɹʌlajˌzd
generalizing		ʤɛˈnɚʌlajˌzɪŋ
generalizing(1)	ʤɛˈnɹʌlajˌzɪŋ
generally		ʤɛˈnɚʌli
generally(1)		ʤɛˈnɹʌli
generals		ʤɛˈnɚʌlz
generals(1)		ʤɛˈnɹʌlz
generalship		ʤɛˈnɚʌlʃɪˌp
generate		ʤɛˈnɚejˌt
generated		ʤɛˈnɚejˌtʌd
generated(1)		ʤɛˈnɚejˌtɪd
generates		ʤɛˈnɚejˌts
generating		ʤɛˈnɚejˌtɪŋ
generation		ʤɛˌnɚejˈʃʌn
generation's		ʤɛˌnɚejˈʃʌnz
generational		ʤɛˌnɚejˈʃʌnʌl
generationally		ʤɛˌnɚejˈʃʌnʌli
generations		ʤɛˌnɚejˈʃʌnz
generative		ʤɛˈnɚʌtɪv
generator		ʤɛˈnɚejˌtɚ
generator's		ʤɛˈnɚejˌtɚz
generators		ʤɛˈnɚejˌtɚz
genereux		ʒɛˈnɚow
generic		ʤʌnɛˈɹɪk
generically		ʤʌnɛˈɹɪkli
generics		ʤʌnɛˈɹɪks
genero			ʤʌnɚˈow
generosity		ʤɛˌnɚɑˈsʌti
generous		ʤɛˈnɚʌs
generously		ʤɛˈnɚʌsli
genes			ʤiˈnz
genesco		ʤɛnɛˈskow
genesee		ʤɛˈnʌsiˌ
genesis		ʤɛˈnʌsʌs
genet			ʤɛˈnɪt
genetic		ʤʌnɛˈtɪk
genetically		ʤʌnɛˈtɪkli
geneticist		ʤʌnɛˈtʌsʌst
geneticists		ʤʌnɛˈtʌsɪsts
genetics		ʤʌnɛˈtɪks
genetization		ʤɛˌnʌtɪzejˈʃʌn
geneva			ʤʌniˈvʌ
geneve			ʤʌniˈv
genevieve		ʤɛˈnʌviˌv
genex			ʤɛˈnɛks
genex's		ʤɛˈnɛksɪz
geng			ʤɛˈŋ
gengenbach		gɛˈŋʌnbɑˌk
gengenbach(1)		ʤɛˈŋʌnbɑˌk
genger			ʤɛˈŋgɚ
genghis		ʤɛˈŋhɪs
gengler		gɛˈŋlɚ
gengler(1)		ʤɛˈŋlɚ
genial			ʤiˈnjʌl
geniality		ʤiˌniæˈlʌti
genicom		ʤɛˈnɪkɑm
genie			ʤiˈni
geniere		ʤɛnjɛˈɹ
genis			gɛˈnɪs
genisco		ʤɛnɪˈskow
genital		ʤɛˈnʌtʌl
genitalia		ʤɛnʌtɑˈljʌ
genitals		ʤɛˈnʌtʌlz
genius			ʤiˈnjʌs
geniuses		ʤiˈnjʌsɪz
genk			ʤɛˈŋk
genlyte		ʤɛˈnlajˌt
genmar			ʤɛˈnmɑɹ
genna			ʤɛˈnʌ
gennadi		ʤɛnɑˈdi
gennady		gʌnɑˈdi
gennaro		ʤʌnɑˈɹow
gennett		ʤɛˈnɪt
gennifer		ʤɛˈnɪfɚ
geno			ʤiˈnow
genoa			ʤɛˈnowʌ
genocidal		ʤɛˈnʌsajˌdʌl
genocide		ʤɛˈnʌsajˌd
genocides		ʤɛˈnʌsajˌdz
genoese		ʤɛˈnows
genome			ʤiˈnowˌm
genossenschaftsbank	gɛnowˈsɛnʃæftsbæˌŋk
genotype		ʤɛˈnʌtajˌp
genotypes		ʤɛˈnʌtajˌps
genova			ʤɛˈnowvʌ
genovese		ʤɛˈnʌviz
genovesi		ʤɛˌnowvɛˈsi
genovise		ʤɛˈnʌviz
genpharm		ʤɛˈnfɑˌɹm
genrad			ʤɛˈnɹæd
genre			ʒɑˈnɹʌ
genres			ʒɑˈnɹʌz
genrich		gɛˈnɹɪk
gens			ʤɛˈnz
genscher		gɛˈnʃɚ
gensel			gɛˈnsʌl
gensia			ʤɛˌnsiˈʌ
genske			ʤɛˈnsk
gensler		gɛˈnsʌlɚ
gensler(1)		gɛˈnslɚ
genson			ʤɛˈnsʌn
genstar		ʤɛˈnstɑˌɹ
gent			ʤɛˈnt
gent's			ʤɛˈnts
genteel		ʤɛntiˈl
genter			ʤɛˈntɚ
genther		gɛˈnðɚ
genthner		ʤɛˈnθnɚ
gentian		ʤɛˈnʃʌn
gentile		ʤɛˈntajˌl
gentile's		ʤɛˈntajˌlz
gentiles		ʤɛˈntajˌlz
gentility		ʤɛntɪˈlɪti
gentle			ʤɛˈntʌl
gentle(1)		ʤɛˈnʌl
gentleladies		ʤɛˈntʌlejˌdiz
gentlelady		ʤɛˈntʌlejˌdi
gentleman		ʤɛˈntʌlmʌn
gentleman(1)		ʤɛˈnʌlmʌn
gentleman's		ʤɛˈntʌlmʌˌnz
gentleman's(1)		ʤɛˈnʌlmʌˌnz
gentlemanly		ʤɛˈntʌlmʌnli
gentlemanly(1)		ʤɛˈnʌlmʌnli
gentlemen		ʤɛˈntʌlmɪn
gentlemen(1)		ʤɛˈnʌlmɪn
gentlemen's		ʤɛˈntʌlmɛˌnz
gentlemen's(1)		ʤɛˈnʌlmɛˌnz
gentleness		ʤɛˈntʌlnʌs
gentleness(1)		ʤɛˈnʌlnʌs
gentler		ʤɛˈntlɚ
gentles		ʤɛˈntʌlz
gentles(1)		ʤɛˈnʌlz
gentlest		ʤɛˈntʌlʌst
gentlewoman		ʤɛˈntʌlwʊˌmʌn
gentlewoman(1)		ʤɛˈnʌlwʊˌmʌn
gentlewoman's		ʤɛˈntʌlwʊˌmʌnz
gentlewoman's(1)	ʤɛˈnʌlwʊˌmʌnz
gentlewomen		ʤɛˈntʌlwɪˌmʌn
gentlewomen(1)		ʤɛˈnʌlwɪˌmʌn
gentlewomen's		ʤɛˈntʌlwɪˌmʌnz
gentlewomen's(1)	ʤɛˈnʌlwɪˌmʌnz
gently			ʤɛˈntli
gentner		ʤɛˈntnɚ
gentrification		ʤɛˌntɹɪfɪkejˈʃʌn
gentrified		ʤɛˈntɹɪfajˌd
gentrify		ʤɛˈntɹɪfajˌ
gentrifying		ʤɛˈntɹɪfajˌɪŋ
gentry			ʤɛˈntɹi
gentz			ʤɛˈnts
gentzler		ʤɛˈntslɚ
genuine		ʤɛˈnjʌwʌn
genuine(1)		ʤɛˈnjuˈwajˌn
genuinely		ʤɛˈnjʌwʌnli
genuinely(1)		ʤɛˈnjuˈwajˌnli
genuineness		ʤɛˈnjʌwʌnɪs
genung			ʤɛˈnʌŋ
genus			ʤiˈnʌs
genz			ʤɛˈnz
genzyme		ʤɛˈnzajˌm
geo			ʤiˈow
geocentric		ʤiˌowsɛˈntɹɪk
geochemistry		ʤiˌowkɛˈmʌstɹi
geodesic		ʤiˌʌdɛˈsɪk
geodesy		ʤiɑˈdʌsi
geodyne		ʤiˈowdajˌn
geoff			ʤɛˈf
geoffrey		ʤɛˈfɹi
geoffrey's		ʤɛˈfɹiz
geoffrion		ʤiˌɑˈfɹiʌn
geoffroy		ʤiˈʌfɹɔj
geoghegan		gʌhejˈgʌn
geographer		ʤiɑˈgɹʌfɚ
geographic		ʤiˌʌgɹæˈfɪk
geographic's		ʤiˌʌgɹæˈfɪks
geographical		ʤiˌʌgɹæˈfɪkʌl
geographically		ʤiˌʌgɹæˈfɪkʌli
geographically(1)	ʤiˌʌgɹæˈfɪkli
geography		ʤiɑˈgɹʌfi
geoid			ʤiˈɔjd
geologic		ʤiˌʌlɑˈʤɪk
geological		ʤiˌʌlɑˈʤɪkʌl
geologist		ʤiɑˈlʌʤʌst
geologists		ʤiɑˈlʌʤɪsts
geology		ʤiɑˈlʌʤi
geomagnetic		ʤiˌowmægnɛˈtɪk
geometric		ʤiˌʌmɛˈtɹɪk
geometrical		ʤiˌʌmɛˈtɹɪkʌl
geometrically		ʤiˌʌmɛˈtɹɪkli
geometrics		ʤiˌʌmɛˈtɹɪks
geometries		ʤiɑˈmʌtɹiz
geometry		ʤiɑˈmʌtɹi
geomorphology		ʤiˌʌmɔˌɹfɑˈlʌʤi
geon			ʤiˈɑn
geophysical		ʤiˌowfɪˈzʌkʌl
geopolitic		ʤiˌowpɑˈlɪtɪk
geopolitical		ʤiˌowpʌlɪˈtɪkʌl
geopolitically		ʤiˌowpʌlɪˈtɪkli
geopolitics		ʤiˌowpɑˈlʌtɪks
geordie		ʤiˈɚdi
georg			gejˈɔɹg
georgakis		ʤɔˌɹʤɑˈkʌs
georgann		ʤɔˌɹʤæˈn
george			ʤɔˈɹʤ
george's		ʤɔˈɹʤʌz
george's(1)		ʤɔˈɹʤɪz
georgene		ʤɔˈɹʤiˌn
georges		ʤɔˈɹʤʌz
georges(1)		ʤɔˈɹʤɪz
georgeson		ʤɔˈɹʤɪsʌn
georgeson(1)		ʤɔˈɹʤsʌn
georgetown		ʤɔˈɹʤtawˌn
georgette		ʤɔɹʤɛˈt
georgi			ʤiɑˈɹʤi
georgia		ʤɔˈɹʤʌ
georgia's		ʤɔˈɹʤʌz
georgiades		ʤɔˌɹʤiɑˈdʌs
georgiadis		ʤɔˌɹʤiɑˈdɪs
georgian		ʤɔˈɹʤʌn
georgiana		ʤɔˌɹʤiæˈnʌ
georgians		ʤɔˈɹʤʌnz
georgie		ʤɔˈɹʤi
georgienne		ʤɔˌɹʤiɛˈn
georgina		ʤɔˌɹʤiˈnʌ
georgine		ʤɔˌɹʤiˈn
georgio		ʤɔˈɹʤiˌow
georgiou		ʤɔˌɹʤowˈ
georgopoulos		ʤɔˌɹʤɑˈpʌlɪs
georgy			ʤɔˈɹʤi
geostrophic		ʤiˌowstɹɑˈfɪk
geosyncline		ʤiˌowsɪˈnklajn
geotaxis		ʤiˌowtæˈksʌs
geotek			giˈowtɛˌk
geothermal		ʤiˌowθɚˈmʌl
geotropic		ʤiˌʌtɹɑˈpɪk
geotropism		ʤiɑˈtɹʌpɪˌzʌm
geoworks		ʤiˈowwɚks
gephardt		gɛˈphɑˌɹt
gephardt's		gɛˈphɑˌɹts
gephart		gɛˈphɑɹt
geppert		gɛˈpɚt
gera			ʤɛˈɹʌ
gerace			ʤɚɑˈʧi
geraci			ʤɚɑˈʧi
geraghty		ʤɛˈɹʌti
gerais			ʤɚejˈ
gerald			ʤɛˈɹʌld
geraldi		ʤɛɹæˈldi
geraldi(1)		hɛɹæˈldi
geraldina		ʤɚɑldiˈnʌ
geraldine		ʤɛɹʌldiˈn
geraldo		ʤɚɑˈldow
geraldo(1)		hɚɑˈldow
geralds		ʤɛˈɹʌldz
geran			ʤɛˈɹʌn
geranium		ʤɚejˈniʌm
geraniums		ʤɚejˈniʌmz
gerard			ʤɚɑˈɹd
gerardi		ʤɚɑˈɹdi
gerardo		ʤɚɑˈɹdow
gerashchenko		gɛˌʌʃejˈŋkow
gerasimov		ʤɚæˈsɪmɑv
gerasimov(1)		gɚæˈsɪmɑv
gerbasi		ʤɚbɑˈsi
gerber			gɚˈbɚ
gerber's		gɚˈbɚz
gerberding		gɚˈbɚdɪŋ
gerbert		gɚˈbɚt
gerbig			gɚˈbɪg
gerbino		ʤɚbiˈnow
gerbrandt		gɚˈbɹæˌnt
gerchas		gɚˈʧʌz
gerchas(1)		gɚˈʃʌz
gerd			gɚˈd
gerda			gɚˈdʌ
gerdeman		gɚˈdmʌn
gerdes			ʒɚˈdz
gerdes'		ʒɚˈdz
gerding		gɛˈɹtɪŋ
gerdts			ʤɚˈdts
gerdts(1)		ʤɚˈts
gere			ʤɪˈɹ
gere(1)		gɪˈɹ
geremia		ʤɚiˈmiʌ
geren			gɪˈɹʌn
gerena			ʤɚɛˈnʌ
gerety			ʒɛˈɹɪti
gergel			gɚˈgʌl
gergely		ʤɚˈʤli
gergen			gɚˈgʌn
gergen's		gɚˈgʌnz
gerger			gɚˈgɚ
gergrude		gɚˈgɹud
gerhard		gɚˈhɑˌɹd
gerhardt		gɚˈhɑɹt
gerhart		gɚˈhɑɹt
gerhold		gɚˈhowld
geri			ʤɛˈɹiˌ
geriatric		ʤɛˌɹiæˈtɹɪk
geriatrician		ʤɛˌɹiʌtɹɪˈʃʌn
geriatricians		ʤɛˌɹiʌtɹɪˈʃʌnz
geriatrics		ʤɛˌɹiæˈtɹɪks
gerich			gɛˈɹɪk
gericke		ʤɛˈɹɪk
gerig			ʤɛˈɹɪg
gering			gɪˈɹɪŋ
geringer		gɛˈɹɪnʤɚ
gerk			ʤɚˈk
gerke			ʤɚˈk
gerken			gɚˈkʌn
gerkin			ʤɚˈkɪn
gerlach		gɚˈlʌk
gerleman		gɔˈɹlmʌn
gerlich		gɚˈlɪk
gerling		gɚˈlɪŋ
gerlock		gɚˈlʌk
gerloff		gɚˈlɔf
germ			ʤɚˈm
germain		ʤɚmejˈn
germain's		ʤɚmejˈnz
germaine		ʒɚmejˈn
german			ʤɚˈmʌn
german's		ʤɚˈmʌnz
germane		ʤɚmejˈn
germani		ʤɚmɑˈni
germania		ʤɚmejˈniʌ
germanic		ʤɚmæˈnɪk
germann		gɚˈmʌn
germano		ʤɚmɑˈnow
germans		ʤɚˈmʌnz
germans'		ʤɚˈmʌnz
germantown		ʤɚˈmʌntawˌn
germany		ʤɚˈmʌni
germany's		ʤɚˈmʌniz
germanys		ʤɚˈmʌniz
germe			ʤɚˈm
germer			ʤɚˈmɚ
germicide		ʤɚˈmʌsajˌd
germinate		ʤɚˈmʌnejˌt
germinated		ʤɚˈmʌnejˌtɪd
germination		ʤɚˌmʌnejˈʃʌn
germiston		ʤɚˈmʌstɑˌn
germiston's		ʤɚˈmʌstɑˌnz
germond		gɚˈmʌnd
germs			ʤɚˈmz
gerner			gɚˈnɚ
gernert		gɚˈnɚt
gero			ʤɛˈɹow
gerold			gɛˈɹowld
gerome			gɛˈɹʌm
geron			ʤɛˈɹʌn
geronimo		ʤʌɹɔˈnɪmowˌ
gerontologist		ʤɛˌɹʌntɑˈlʌʤɪst
gerontology		ʤɛˌɹʌntɑˈlʌʤi
geroux			ʒɚuˈ
gerow			ʤɛˈɹow
gerrald		ʤɛˈɹʌld
gerri			ʤɛˈɹi
gerrick		ʤɛˈɹɪk
gerrie			ʤɛˈɹi
gerringer		ʤɛˈɹɪŋɚ
gerrish		ʤɛˈɹɪʃ
gerrit			ʤɛˈɹɪt
gerrits		ʤɛˈɹɪts
gerritsen		gɛˈɹɪtsʌn
gerrity		ʤɛˈɹɪti
gerry			ʤɛˈɹi
gerry's		ʤɛˈɹiz
gerrymander		ʤɛˈɹimæˌndɚ
gerrymandered		ʤɛˌɹimæˈndɚd
gerrymandering		ʤɛˌɹimæˈndɚɪŋ
gerrymanders		ʤɛˈɹimæˌndɚz
gersch			gɚˈʃ
gersh			gɚˈʃ
gershman		gɚˈʃmʌn
gershon		gɚˈʃʌn
gershowitz		gɚˈʃʌwɪts
gershwin		gɚˈʃwɪn
gershwin's		gɚˈʃwɪnz
gerski			gɚˈski
gerson			ʤɚˈsʌn
gerson(1)		gɚˈsʌn
gerst			gɚˈst
gerstein		gɚˈstajn
gerstein(1)		gɚˈstin
gerstel		gɚˈstʌl
gersten		gɚˈstʌn
gerstenberger		gɚˈstʌnbɚgɚ
gerstenhaber		gɚˈstʌnhejˌbɚ
gerster		gɚˈstɚ
gerstman		gɚˈstmʌn
gerstner		gɚˈstnɚ
gerstner's		gɚˈstnɚz
gerszewski		gɚʃɛˈfski
gert			gɚˈt
gerth			gɚˈθ
gertie			ʤɚˈti
gertler		gɚˈtʌlɚ
gertler(1)		gɚˈtlɚ
gertner		gɚˈtnɚ
gertrud		gɚˈtɹud
gertrude		gɚˈtɹud
gertsch		gɚˈʧ
gerty			ʤɚˈti
gertz			gɚˈts
gervais		ʒɚvejˈ
gervase		gɚˈvʌs
gervasi		ʤɚvɑˈsi
